,day,CS1,CS2,CS3,CS3sb,CS4,CS5,AS1,AS2,LID1,LID2
0,0.5,-0.4374563992023468,-1.3380520343780518,6.188812255859375,-1.6778990030288696,-5.022905349731445,-0.4003327488899231,30.922945022583008,37.443641662597656,0.13096550107002258,0.5701707601547241
1,1.0,2.105320692062378,0.721023440361023,34.27326965332031,4.843947410583496,-28.84122085571289,1.3538646697998047,201.44442749023438,239.99575805664062,1.4066758155822754,1.9874646663665771
2,1.5,6.009326934814453,4.793169975280762,80.64657592773438,37.652122497558594,-75.36314392089844,6.132099628448486,468.4027404785156,580.1620483398438,4.450653076171875,3.1861915588378906
3,2.0,10.081680297851562,12.14834213256836,143.55514526367188,119.92300415039062,-151.98680114746094,11.578703880310059,702.8387451171875,929.2838745117188,6.964217185974121,4.898571491241455
4,2.5,15.104663848876953,34.876617431640625,206.070556640625,192.55282592773438,-234.56732177734375,17.207345962524414,885.6686401367188,1201.52197265625,4.961730003356934,8.41044807434082
5,3.0,19.467350006103516,47.600364685058594,160.57408142089844,200.3319549560547,-217.89617919921875,21.804887771606445,922.2259521484375,1192.521484375,0.6882388591766357,6.244441986083984
6,3.5,19.035308837890625,17.202465057373047,112.29647827148438,189.0153045654297,-144.65310668945312,20.033035278320312,836.326416015625,1027.350830078125,-1.250856637954712,3.919912338256836
7,4.0,12.640284538269043,1.0873959064483643,114.185302734375,185.65032958984375,-99.72610473632812,12.407622337341309,745.97412109375,899.362548828125,-0.6555393934249878,3.3081345558166504
8,4.5,4.75832986831665,26.214954376220703,85.37156677246094,153.14248657226562,-87.227294921875,4.743672847747803,700.583740234375,826.7764892578125,-0.3259039521217346,2.5325839519500732
9,5.0,6.84372615814209,35.29711151123047,52.52537155151367,106.22810363769531,-78.5756607055664,1.3630290031433105,680.9647827148438,775.60205078125,-0.25867944955825806,1.703173041343689
10,5.5,11.446404457092285,16.638675689697266,41.366485595703125,87.19961547851562,-70.38934326171875,4.189563274383545,651.9755249023438,732.3655395507812,0.06413538008928299,1.3470714092254639
11,6.0,11.58785629272461,-0.08068487048149109,37.089881896972656,88.07998657226562,-62.768680572509766,7.08851957321167,620.847412109375,701.4801025390625,0.22795024514198303,1.1574324369430542
12,6.5,6.8353095054626465,2.3237974643707275,31.35226058959961,82.44482421875,-56.10388946533203,9.162753105163574,603.7164916992188,679.6806030273438,0.20572037994861603,0.9528220891952515
13,7.0,2.7282838821411133,13.18164348602295,26.015010833740234,71.68785095214844,-53.05643081665039,7.698426246643066,596.5533447265625,664.6539306640625,0.25332343578338623,0.8141970634460449
14,7.5,2.74934458732605,16.93048667907715,24.223426818847656,69.1789321899414,-54.91154479980469,3.9997379779815674,589.8292846679688,657.9276733398438,0.37322917580604553,0.8329139351844788
15,8.0,5.798539161682129,14.834473609924316,23.355289459228516,73.95848846435547,-61.604217529296875,1.7734777927398682,581.671142578125,657.9984130859375,0.48454710841178894,0.9120116233825684
16,8.5,8.463445663452148,14.104011535644531,18.859561920166016,74.66651916503906,-67.0383529663086,1.730745792388916,575.9837036132812,658.0776977539062,0.5265769362449646,0.8940286636352539
17,9.0,9.065381050109863,15.027900695800781,13.078937530517578,70.21990203857422,-67.91716766357422,1.9989445209503174,573.2974853515625,655.6802368164062,0.533585786819458,0.8240787386894226
